Species,UTMCODE,SCPTS.2023.value,RLS_VAL_2021,SPEC_VAL_2023,EPS_VAL_2023
Circus cyaneus,PH7030,1,10,5,5
Circus cyaneus,VL6060,1,10,5,5
Circus cyaneus,VN0030,1,10,5,5
Circus cyaneus,EG1040,1,10,5,5
Circus cyaneus,PH8010,1,10,5,5
Circus cyaneus,TM7060,1,10,5,5
Circus cyaneus,VJ9000,1,10,5,5
Circus cyaneus,QB3080,1,10,5,5
Circus cyaneus,PJ2020,1,10,5,5
Circus cyaneus,UN8040,1,10,5,5
Circus cyaneus,QA3060,1,10,5,5
Circus cyaneus,QA3050,1,10,5,5
Circus cyaneus,TL8090,1,10,5,5
Circus cyaneus,WJ6090,1,10,5,5
Circus cyaneus,MH9050,1,10,5,5
Circus cyaneus,WN5030,1,10,5,5
Circus cyaneus,VN2080,1,10,5,5
Circus cyaneus,VN3010,1,10,5,5
Circus cyaneus,VN3030,1,10,5,5
Circus cyaneus,VN3000,1,10,5,5
Circus cyaneus,WN7000,1,10,5,5
Circus cyaneus,XL4050,1,10,5,5
Circus cyaneus,BF9090,1,10,5,5
Circus cyaneus,VN3050,1,10,5,5
Circus cyaneus,BG9020,1,10,5,5
Circus cyaneus,UJ8090,1,10,5,5
Circus cyaneus,QE1040,1,10,5,5
Circus cyaneus,QE2070,1,10,5,5
Circus cyaneus,UK1060,1,10,5,5
Circus cyaneus,UG3020,1,10,5,5
Circus cyaneus,TH9090,1,10,5,5
Circus cyaneus,TJ4020,1,10,5,5
Circus cyaneus,CG3000,1,10,5,5
Circus cyaneus,UN8000,1,10,5,5
Circus cyaneus,TH5020,1,10,5,5
Circus cyaneus,QE4020,1,10,5,5
Circus cyaneus,VK7010,1,10,5,5
Circus cyaneus,UK2010,1,10,5,5
Circus cyaneus,TN5030,1,10,5,5
Circus cyaneus,QF4070,1,10,5,5
Circus cyaneus,WJ2000,1,10,5,5
Circus cyaneus,VK7040,1,10,5,5
Circus cyaneus,TF7000,1,10,5,5
Circus cyaneus,QG1040,1,10,5,5
Circus cyaneus,VN6010,1,10,5,5
Circus cyaneus,VN6080,1,10,5,5
Circus cyaneus,QC0080,1,10,5,5
Circus cyaneus,QG2050,1,10,5,5
Circus cyaneus,TK9010,1,10,5,5
Circus cyaneus,WM5030,1,10,5,5
Circus cyaneus,UG7090,1,10,5,5
Circus cyaneus,WM5040,1,10,5,5
Circus cyaneus,VN7010,1,10,5,5
Circus cyaneus,VN7050,1,10,5,5
Circus cyaneus,QB4010,1,10,5,5
Circus cyaneus,VN8010,1,10,5,5
Circus cyaneus,XJ0050,1,10,5,5
Circus cyaneus,QF2060,1,10,5,5
Circus cyaneus,WK2010,1,10,5,5
Circus cyaneus,UH7050,1,10,5,5
Circus cyaneus,VN8050,1,10,5,5
Circus cyaneus,VN8040,1,10,5,5
Circus cyaneus,VN9000,1,10,5,5
Circus cyaneus,QG4060,1,10,5,5
Circus cyaneus,QD1000,1,10,5,5
Circus cyaneus,UK2020,1,10,5,5
Circus cyaneus,XM3080,1,10,5,5
Circus cyaneus,UL1030,1,10,5,5
Circus cyaneus,NH2010,1,10,5,5
Circus cyaneus,TJ5020,1,10,5,5
Circus cyaneus,QH2090,1,10,5,5
Circus cyaneus,QD0010,1,10,5,5
Circus cyaneus,WJ9060,1,10,5,5
Circus cyaneus,QF4050,1,10,5,5
Circus cyaneus,QH4060,1,10,5,5
Circus cyaneus,UL4090,1,10,5,5
Circus cyaneus,CF5060,1,10,5,5
Circus cyaneus,TF5000,1,10,5,5
Circus cyaneus,TH9080,1,10,5,5
Circus cyaneus,WM4090,1,10,5,5
Circus cyaneus,XN1000,1,10,5,5
Circus cyaneus,XN1010,1,10,5,5
Circus cyaneus,CG6030,1,10,5,5
Circus cyaneus,XM3030,1,10,5,5
Circus cyaneus,BG6010,1,10,5,5
Circus cyaneus,TM9080,1,10,5,5
Circus cyaneus,XM3040,1,10,5,5
Circus cyaneus,TL5070,1,10,5,5
Circus cyaneus,XN5000,1,10,5,5
Circus cyaneus,XG8070,1,10,5,5
Circus cyaneus,UM0010,1,10,5,5
Circus cyaneus,XM5040,1,10,5,5
Circus cyaneus,WM2090,1,10,5,5
Circus cyaneus,TN9030,1,10,5,5
Circus cyaneus,PH8090,1,10,5,5
Circus cyaneus,TL7060,1,10,5,5
Circus cyaneus,TL7040,1,10,5,5
Circus cyaneus,TL6090,1,10,5,5
Circus cyaneus,YM0070,1,10,5,5
Circus cyaneus,WM6070,1,10,5,5
Circus cyaneus,UM1070,1,10,5,5
Circus cyaneus,VM1090,1,10,5,5
Circus cyaneus,UK9010,1,10,5,5
Circus cyaneus,NH8050,1,10,5,5
Circus cyaneus,XL8080,1,10,5,5
Circus cyaneus,PG4080,1,10,5,5
Circus cyaneus,XK4090,1,10,5,5
Circus cyaneus,WM9090,1,10,5,5
Circus cyaneus,WM9080,1,10,5,5
Circus cyaneus,TM5000,1,10,5,5
Circus cyaneus,VK1080,1,10,5,5
Circus cyaneus,EG0060,1,10,5,5
Circus cyaneus,PB8020,1,10,5,5
Circus cyaneus,UL3080,1,10,5,5
Circus cyaneus,QB3010,1,10,5,5
Circus cyaneus,WN2020,1,10,5,5
Circus cyaneus,UM6090,1,10,5,5
Circus cyaneus,WN2030,1,10,5,5
Circus cyaneus,VJ7040,1,10,5,5
Circus cyaneus,TM6040,1,10,5,5
Circus cyaneus,UN8010,1,10,5,5
Circus cyaneus,CF8060,1,10,5,5
Circus cyaneus,TM7020,1,10,5,5
Circus cyaneus,UK9050,1,10,5,5
Circus cyaneus,UN8030,1,10,5,5
Circus cyaneus,UL5080,1,10,5,5
Circus cyaneus,UM8000,1,10,5,5
Circus cyaneus,WN4000,1,10,5,5
Circus cyaneus,TJ7040,1,10,5,5
Circus cyaneus,VJ7060,1,10,5,5
Circus cyaneus,TM9010,1,10,5,5
Circus cyaneus,EG1050,1,10,5,5
Circus cyaneus,TH4050,1,10,5,5
Circus cyaneus,XN3060,1,10,5,5
Circus cyaneus,VN2030,1,10,5,5
Circus cyaneus,PJ9010,1,10,5,5
Circus cyaneus,TM8030,1,10,5,5
Circus cyaneus,CG2010,1,10,5,5
Circus cyaneus,QA5040,1,10,5,5
Circus cyaneus,TN7040,1,10,5,5
Circus cyaneus,UL9080,1,10,5,5
Circus cyaneus,XL6000,1,10,5,5
Circus cyaneus,YM3040,1,10,5,5
Circus cyaneus,XN2060,1,10,5,5
Circus cyaneus,QA5050,1,10,5,5
Circus cyaneus,WH8070,1,10,5,5
Circus cyaneus,WN8030,1,10,5,5
Circus cyaneus,UM7060,1,10,5,5
Circus cyaneus,XG6080,1,10,5,5
Circus cyaneus,QD5050,1,10,5,5
Circus cyaneus,UN5060,1,10,5,5
Circus cyaneus,UG1080,1,10,5,5
Circus cyaneus,QE4000,1,10,5,5
Circus cyaneus,UK1010,1,10,5,5
Circus cyaneus,XL7070,1,10,5,5
Circus cyaneus,QA5070,1,10,5,5
Circus cyaneus,QB1070,1,10,5,5
Circus cyaneus,UN7010,1,10,5,5
Circus cyaneus,UN7000,1,10,5,5
Circus cyaneus,XH2090,1,10,5,5
Circus cyaneus,CG3020,1,10,5,5
Circus cyaneus,XH2060,1,10,5,5
Circus cyaneus,UM2010,1,10,5,5
Circus cyaneus,WL5040,1,10,5,5
Circus cyaneus,WN3080,1,10,5,5
Circus cyaneus,QA4060,1,10,5,5
Circus cyaneus,VF6090,1,10,5,5
Circus cyaneus,WL9020,1,10,5,5
Circus cyaneus,XL2030,1,10,5,5
Circus cyaneus,VL5080,1,10,5,5
Circus cyaneus,PC7080,1,10,5,5
Circus cyaneus,CF4050,1,10,5,5
Circus cyaneus,WJ2060,1,10,5,5
Circus cyaneus,UK9020,1,10,5,5
Circus cyaneus,XM0060,1,10,5,5
Circus cyaneus,UH0080,1,10,5,5
Circus cyaneus,WK0080,1,10,5,5
Circus cyaneus,WM5060,1,10,5,5
Circus cyaneus,VM3010,1,10,5,5
Circus cyaneus,QC3090,1,10,5,5
Circus cyaneus,XL9050,1,10,5,5
Circus cyaneus,WM5090,1,10,5,5
Circus cyaneus,UL0090,1,10,5,5
Circus cyaneus,XM1080,1,10,5,5
Circus cyaneus,NG2070,1,10,5,5
Circus cyaneus,WL1030,1,10,5,5
Circus cyaneus,PD9080,1,10,5,5
Circus cyaneus,VL7020,1,10,5,5
Circus cyaneus,XM2070,1,10,5,5
Circus cyaneus,WM4030,1,10,5,5
Circus cyaneus,XM4020,1,10,5,5
Circus cyaneus,XN0010,1,10,5,5
Circus cyaneus,TK6060,1,10,5,5
Circus cyaneus,VM3070,1,10,5,5
Circus cyaneus,XN0020,1,10,5,5
Circus cyaneus,VM3080,1,10,5,5
Circus cyaneus,WM7090,1,10,5,5
Circus cyaneus,TL9080,1,10,5,5
Circus cyaneus,UK4020,1,10,5,5
Circus cyaneus,XN1030,1,10,5,5
Circus cyaneus,UL6030,1,10,5,5
Circus cyaneus,WN6010,1,10,5,5
Circus cyaneus,WL1090,1,10,5,5
Circus cyaneus,WK2000,1,10,5,5
Circus cyaneus,XM4080,1,10,5,5
Circus cyaneus,BG6000,1,10,5,5
Circus cyaneus,YL3080,1,10,5,5
Circus cyaneus,XH9020,1,10,5,5
Circus cyaneus,QD1050,1,10,5,5
Circus cyaneus,DG0090,1,10,5,5
Circus cyaneus,TJ5060,1,10,5,5
Circus cyaneus,WM1070,1,10,5,5
Circus cyaneus,XJ1000,1,10,5,5
Circus cyaneus,VP5010,1,10,5,5
Circus cyaneus,YG0060,1,10,5,5
Circus cyaneus,UM6020,1,10,5,5
Circus cyaneus,UM1030,1,10,5,5
Circus cyaneus,YM3000,1,10,5,5
Circus cyaneus,TL6030,1,10,5,5
Circus cyaneus,YL0080,1,10,5,5
Circus cyaneus,WK3000,1,10,5,5
Circus cyaneus,WJ4000,1,10,5,5
Circus cyaneus,QC4050,1,10,5,5
Circus cyaneus,UM6060,1,10,5,5
Circus cyaneus,TL9020,1,10,5,5
Circus cyaneus,TN7050,1,10,5,5
Circus cyaneus,UL3030,1,10,5,5
Circus cyaneus,UG4090,1,10,5,5
Circus cyaneus,VM3060,1,10,5,5
Circus cyaneus,UM3060,1,10,5,5
Circus cyaneus,PG5050,1,10,5,5
Circus cyaneus,XL8090,1,10,5,5
Circus cyaneus,UM0020,1,10,5,5
Circus cyaneus,UM5010,1,10,5,5
Circus cyaneus,UM5060,1,10,5,5
Circus cyaneus,BG6080,1,10,5,5
Circus cyaneus,UK2090,1,10,5,5
Circus cyaneus,PH0030,1,10,5,5
Circus cyaneus,XK6060,1,10,5,5
Circus cyaneus,XK3070,1,10,5,5
Circus cyaneus,UM6070,1,10,5,5
Circus cyaneus,QB3020,1,10,5,5
Circus cyaneus,WM9070,1,10,5,5
Circus cyaneus,WL3030,1,10,5,5
Circus cyaneus,UL6000,1,10,5,5
Circus cyaneus,TF8020,1,10,5,5
Circus cyaneus,PH7090,1,10,5,5
Circus cyaneus,VJ7050,1,10,5,5
Circus cyaneus,TM5030,1,10,5,5
Circus cyaneus,UM3040,1,10,5,5
Circus cyaneus,QB6020,1,10,5,5
Circus cyaneus,TL8060,1,10,5,5
Circus cyaneus,XM4090,1,10,5,5
Circus cyaneus,TM8040,1,10,5,5
Circus cyaneus,XN5010,1,10,5,5
Circus cyaneus,UN0040,1,10,5,5
Circus cyaneus,UN0010,1,10,5,5
Circus cyaneus,TM5050,1,10,5,5
Circus cyaneus,BG5040,1,10,5,5
Circus cyaneus,QA6040,1,10,5,5
Circus cyaneus,UN2040,1,10,5,5
Circus cyaneus,WJ9050,1,10,5,5
Circus cyaneus,QD4020,1,10,5,5
Circus cyaneus,VJ7080,1,10,5,5
Circus cyaneus,UN4010,1,10,5,5
Circus cyaneus,VM1000,1,10,5,5
Circus cyaneus,QH3060,1,10,5,5
Circus cyaneus,DF0070,1,10,5,5
Circus cyaneus,PC9080,1,10,5,5
Circus cyaneus,UN5070,1,10,5,5
Circus cyaneus,QD5080,1,10,5,5
Circus cyaneus,VN4020,1,10,5,5
Circus cyaneus,WM3080,1,10,5,5
Circus cyaneus,PC8080,1,10,5,5
Circus cyaneus,TJ9000,1,10,5,5
Circus cyaneus,TJ6000,1,10,5,5
Circus cyaneus,TM8090,1,10,5,5
Circus cyaneus,YM3050,1,10,5,5
Circus cyaneus,UN3010,1,10,5,5
Circus cyaneus,TJ6010,1,10,5,5
Circus cyaneus,WH2090,1,10,5,5
Circus cyaneus,YL0070,1,10,5,5
Circus cyaneus,YM3060,1,10,5,5
Circus cyaneus,YJ1040,1,10,5,5
Circus cyaneus,QE1010,1,10,5,5
Circus cyaneus,VN6030,1,10,5,5
Circus cyaneus,VN6020,1,10,5,5
Circus cyaneus,QF2020,1,10,5,5
Circus cyaneus,UL1050,1,10,5,5
Circus cyaneus,VK2070,1,10,5,5
Circus cyaneus,VH1020,1,10,5,5
Circus cyaneus,XM7000,1,10,5,5
Circus cyaneus,TF4020,1,10,5,5
Circus cyaneus,XJ3000,1,10,5,5
Circus cyaneus,WK0040,1,10,5,5
Circus cyaneus,VK0020,1,10,5,5
Circus cyaneus,VK0040,1,10,5,5
Circus cyaneus,YM1050,1,10,5,5
Circus cyaneus,VK1020,1,10,5,5
Circus cyaneus,UM2050,1,10,5,5
Circus cyaneus,UL8080,1,10,5,5
Circus cyaneus,VK1070,1,10,5,5
Circus cyaneus,PD9070,1,10,5,5
Circus cyaneus,QB4020,1,10,5,5
Circus cyaneus,VH1090,1,10,5,5
Circus cyaneus,VK2020,1,10,5,5
Circus cyaneus,WN5000,1,10,5,5
Circus cyaneus,XL2040,1,10,5,5
Circus cyaneus,XM3000,1,10,5,5
Circus cyaneus,VL8030,1,10,5,5
Circus cyaneus,UJ0000,1,10,5,5
Circus cyaneus,WM4050,1,10,5,5
Circus cyaneus,WJ7030,1,10,5,5
Circus cyaneus,VK6020,1,10,5,5
Circus cyaneus,VP6000,1,10,5,5
Circus cyaneus,XN1040,1,10,5,5
Circus cyaneus,WK0050,1,10,5,5
Circus cyaneus,UL4080,1,10,5,5
Circus cyaneus,UK3020,1,10,5,5
Circus cyaneus,UL5020,1,10,5,5
Circus cyaneus,PB4030,1,10,5,5
Circus cyaneus,CG5030,1,10,5,5
Circus cyaneus,XH9000,1,10,5,5
Circus cyaneus,WK7020,1,10,5,5
Circus cyaneus,CG2060,1,10,5,5
Circus cyaneus,YL4080,1,10,5,5
Circus cyaneus,UL2000,1,10,5,5
Circus cyaneus,UL8030,1,10,5,5
Circus cyaneus,YJ2000,1,10,5,5
Circus cyaneus,VK4080,1,10,5,5
Circus cyaneus,TK7010,1,10,5,5
Circus cyaneus,WM1060,1,10,5,5
Circus cyaneus,WN8040,1,10,5,5
Circus cyaneus,TN7010,1,10,5,5
Circus cyaneus,VJ3030,1,10,5,5
Circus cyaneus,NJ9000,1,10,5,5
Circus cyaneus,VN9010,1,10,5,5
Circus cyaneus,XK4070,1,10,5,5
Circus cyaneus,PD8020,1,10,5,5
Circus cyaneus,NH8040,1,10,5,5
Circus cyaneus,UM6030,1,10,5,5
Circus cyaneus,PG0050,1,10,5,5
Circus cyaneus,TL7080,1,10,5,5
Circus cyaneus,UJ9090,1,10,5,5
Circus cyaneus,PG1060,1,10,5,5
Circus cyaneus,WM9040,1,10,5,5
Circus cyaneus,UM2070,1,10,5,5
Circus cyaneus,VL6020,1,10,5,5
Circus cyaneus,VM3040,1,10,5,5
Circus cyaneus,TN7060,1,10,5,5
Circus cyaneus,PG7040,1,10,5,5
Circus cyaneus,UM6080,1,10,5,5
Circus cyaneus,TL9070,1,10,5,5
Circus cyaneus,VM4080,1,10,5,5
Circus cyaneus,VM4070,1,10,5,5
Circus cyaneus,PG8050,1,10,5,5
Circus cyaneus,TJ7000,1,10,5,5
Circus cyaneus,PG8070,1,10,5,5
Circus cyaneus,PH9050,1,10,5,5
Circus cyaneus,VM5090,1,10,5,5
Circus cyaneus,BG8060,1,10,5,5
Circus cyaneus,XM8000,1,10,5,5
Circus cyaneus,UM5080,1,10,5,5
Circus cyaneus,WN2070,1,10,5,5
Circus cyaneus,XM2050,1,10,5,5
Circus cyaneus,UK5020,1,10,5,5
Circus cyaneus,VJ4020,1,10,5,5
Circus cyaneus,TM7090,1,10,5,5
Circus cyaneus,VN0020,1,10,5,5
Circus cyaneus,TM7040,1,10,5,5
Circus cyaneus,TG3010,1,10,5,5
Circus cyaneus,XL4020,1,10,5,5
Circus cyaneus,VN1020,1,10,5,5
Circus cyaneus,QD4010,1,10,5,5
Circus cyaneus,WN9030,1,10,5,5
Circus cyaneus,QG3070,1,10,5,5
Circus cyaneus,VL1060,1,10,5,5
Circus cyaneus,YL3040,1,10,5,5
Circus cyaneus,QG3010,1,10,5,5
Circus cyaneus,VF3080,1,10,5,5
Circus cyaneus,VL1090,1,10,5,5
Circus cyaneus,TH9030,1,10,5,5
Circus cyaneus,QA6080,1,10,5,5
Circus cyaneus,WJ5070,1,10,5,5
Circus cyaneus,WL3070,1,10,5,5
Circus cyaneus,TN7020,1,10,5,5
Circus cyaneus,XM5000,1,10,5,5
Circus cyaneus,QD4070,1,10,5,5
Circus cyaneus,VN4000,1,10,5,5
Circus cyaneus,WH2070,1,10,5,5
Circus cyaneus,QE2030,1,10,5,5
Circus cyaneus,TN9050,1,10,5,5
Circus cyaneus,VN4010,1,10,5,5
Circus cyaneus,UM5020,1,10,5,5
Circus cyaneus,XL1040,1,10,5,5
Circus cyaneus,WP0000,1,10,5,5
Circus cyaneus,VM1020,1,10,5,5
Circus cyaneus,PG3080,1,10,5,5
Circus cyaneus,UK1000,1,10,5,5
Circus cyaneus,QH1060,1,10,5,5
Circus cyaneus,VM1060,1,10,5,5
Circus cyaneus,UM7090,1,10,5,5
Circus cyaneus,UM5030,1,10,5,5
Circus cyaneus,QC6050,1,10,5,5
Circus cyaneus,UK5000,1,10,5,5
Circus cyaneus,XK7040,1,10,5,5
Circus cyaneus,NG5080,1,10,5,5
Circus cyaneus,UL4010,1,10,5,5
Circus cyaneus,VN6000,1,10,5,5
Circus cyaneus,UN9060,1,10,5,5
Circus cyaneus,VN6070,1,10,5,5
Circus cyaneus,XL1030,1,10,5,5
Circus cyaneus,VN6040,1,10,5,5
Circus cyaneus,XL0030,1,10,5,5
Circus cyaneus,QG1060,1,10,5,5
Circus cyaneus,WG6070,1,10,5,5
Circus cyaneus,TJ4060,1,10,5,5
Circus cyaneus,UM0040,1,10,5,5
Circus cyaneus,UK2000,1,10,5,5
Circus cyaneus,VN8000,1,10,5,5
Circus cyaneus,QG3090,1,10,5,5
Circus cyaneus,WL4090,1,10,5,5
Circus cyaneus,XL2020,1,10,5,5
Circus cyaneus,XM4010,1,10,5,5
Circus cyaneus,QF2070,1,10,5,5
Circus cyaneus,UL0050,1,10,5,5
Circus cyaneus,TL8080,1,10,5,5
Circus cyaneus,QH0060,1,10,5,5
Circus cyaneus,XM7050,1,10,5,5
Circus cyaneus,VL7010,1,10,5,5
Circus cyaneus,UL1040,1,10,5,5
Circus cyaneus,XM1070,1,10,5,5
Circus cyaneus,UL1070,1,10,5,5
Circus cyaneus,XM2080,1,10,5,5
Circus cyaneus,TK6040,1,10,5,5
Circus cyaneus,QD1010,1,10,5,5
Circus cyaneus,UL1080,1,10,5,5
Circus cyaneus,XM7060,1,10,5,5
Circus cyaneus,WJ8030,1,10,5,5
Circus cyaneus,TM7070,1,10,5,5
Circus cyaneus,UJ0020,1,10,5,5
Circus cyaneus,UL3090,1,10,5,5
Circus cyaneus,ED0050,1,10,5,5
Circus cyaneus,XM4030,1,10,5,5
Circus cyaneus,BG5050,1,10,5,5
Circus cyaneus,TF3030,1,10,5,5
Circus cyaneus,TM6020,1,10,5,5
Circus cyaneus,TM5080,1,10,5,5
Circus cyaneus,VM0080,1,10,5,5
Circus cyaneus,UJ7090,1,10,5,5
Circus cyaneus,YM4070,1,10,5,5
Circus cyaneus,CG5020,1,10,5,5
Circus cyaneus,UK0060,1,10,5,5
Circus cyaneus,PH7040,1,10,5,5
Circus cyaneus,VN3090,1,10,5,5
Circus cyaneus,TM8020,1,10,5,5
Circus cyaneus,YM0050,1,10,5,5
Circus cyaneus,XM7010,1,10,5,5
Circus cyaneus,XL4030,1,10,5,5
Circus cyaneus,WM3010,1,10,5,5
Circus cyaneus,VJ5040,1,10,5,5
Circus cyaneus,UM0060,1,10,5,5
Circus cyaneus,TN7030,1,10,5,5
Circus cyaneus,VL8010,1,10,5,5
Circus cyaneus,VL8000,1,10,5,5
Circus cyaneus,TL8040,1,10,5,5
Circus cyaneus,WN7010,1,10,5,5
Circus cyaneus,VM0000,1,10,5,5
Circus cyaneus,TP9020,1,10,5,5
Circus cyaneus,WM8090,1,10,5,5
Circus cyaneus,VK4020,1,10,5,5
Circus cyaneus,VJ5090,1,10,5,5
Circus cyaneus,TL9060,1,10,5,5
Circus cyaneus,XM3090,1,10,5,5
Circus cyaneus,PG5040,1,10,5,5
Circus cyaneus,UM4080,1,10,5,5
Circus cyaneus,XJ9050,1,10,5,5
Circus cyaneus,UF0060,1,10,5,5
Circus cyaneus,EG0080,1,10,5,5
Circus cyaneus,UL3070,1,10,5,5
Circus cyaneus,WN1060,1,10,5,5
Circus cyaneus,XL0080,1,10,5,5
Circus cyaneus,WN2010,1,10,5,5
Circus cyaneus,VM6060,1,10,5,5
Circus cyaneus,VK5040,1,10,5,5
Circus cyaneus,XM5070,1,10,5,5
Circus cyaneus,XN0040,1,10,5,5
Circus cyaneus,WN1030,1,10,5,5
Circus cyaneus,QG0090,1,10,5,5
Circus cyaneus,TM7030,1,10,5,5
Circus cyaneus,WN3030,1,10,5,5
Circus cyaneus,WN3040,1,10,5,5
Circus cyaneus,XM8010,1,10,5,5
Circus cyaneus,VK3050,1,10,5,5
Circus cyaneus,TM8010,1,10,5,5
Circus cyaneus,XM4000,1,10,5,5
Circus cyaneus,WM0090,1,10,5,5
Circus cyaneus,TJ8040,1,10,5,5
Circus cyaneus,VL6070,1,10,5,5
Circus cyaneus,XM0050,1,10,5,5
Circus cyaneus,TJ6070,1,10,5,5
Circus cyaneus,QB2010,1,10,5,5
Circus cyaneus,UM7040,1,10,5,5
Circus cyaneus,PH2080,1,10,5,5
Circus cyaneus,TN6000,1,10,5,5
Circus cyaneus,VK3060,1,10,5,5
Circus cyaneus,UM2080,1,10,5,5
Circus cyaneus,QD3000,1,10,5,5
Circus cyaneus,WN7020,1,10,5,5
Circus cyaneus,UN4070,1,10,5,5
Circus cyaneus,QB1010,1,10,5,5
Circus cyaneus,XM0040,1,10,5,5
Circus cyaneus,VK2010,1,10,5,5
Circus cyaneus,TP6020,1,10,5,5
Circus cyaneus,WJ1000,1,10,5,5
Circus cyaneus,QD5070,1,10,5,5
Circus cyaneus,UK4040,1,10,5,5
Circus cyaneus,QD3020,1,10,5,5
Circus cyaneus,XL1050,1,10,5,5
Circus cyaneus,XK8050,1,10,5,5
Circus cyaneus,XH0090,1,10,5,5
Circus cyaneus,UN7040,1,10,5,5
Circus cyaneus,WP9000,1,10,5,5
Circus cyaneus,TJ9020,1,10,5,5
Circus cyaneus,WN9010,1,10,5,5
Circus cyaneus,QF4090,1,10,5,5
Circus cyaneus,TM6000,1,10,5,5
Circus cyaneus,WN1020,1,10,5,5
Circus cyaneus,QE0090,1,10,5,5
Circus cyaneus,VN7090,1,10,5,5
Circus cyaneus,QG1030,1,10,5,5
Circus cyaneus,QA4080,1,10,5,5
Circus cyaneus,VK0030,1,10,5,5
Circus cyaneus,YL0090,1,10,5,5
Circus cyaneus,QG1010,1,10,5,5
Circus cyaneus,QG4070,1,10,5,5
Circus cyaneus,WN3050,1,10,5,5
Circus cyaneus,WN7080,1,10,5,5
Circus cyaneus,TK6070,1,10,5,5
Circus cyaneus,YH2050,1,10,5,5
Circus cyaneus,UM1010,1,10,5,5
Circus cyaneus,PH8050,1,10,5,5
Circus cyaneus,QH3020,1,10,5,5
Circus cyaneus,XM1040,1,10,5,5
Circus cyaneus,YH0010,1,10,5,5
Circus cyaneus,VM3000,1,10,5,5
Circus cyaneus,XM6050,1,10,5,5
Circus cyaneus,VK3020,1,10,5,5
Circus cyaneus,UL0070,1,10,5,5
Circus cyaneus,PH5070,1,10,5,5
Circus cyaneus,UL0040,1,10,5,5
Circus cyaneus,UL0060,1,10,5,5
Circus cyaneus,UK0030,1,10,5,5
Circus cyaneus,UH0090,1,10,5,5
Circus cyaneus,UN1040,1,10,5,5
Circus cyaneus,WN1010,1,10,5,5
Circus cyaneus,PH5090,1,10,5,5
Circus cyaneus,UM4040,1,10,5,5
Circus cyaneus,CF0010,1,10,5,5
Circus cyaneus,XM9070,1,10,5,5
Circus cyaneus,UF6050,1,10,5,5
Circus cyaneus,TE8090,1,10,5,5
Circus cyaneus,YL3060,1,10,5,5
Circus cyaneus,UG4000,1,10,5,5
Circus cyaneus,WF6070,1,10,5,5
Circus cyaneus,YM2020,1,10,5,5
Circus cyaneus,WJ3000,1,10,5,5
Circus cyaneus,UL3040,1,10,5,5
Circus cyaneus,TH5060,1,10,5,5
Circus cyaneus,WH4080,1,10,5,5
Circus cyaneus,XN2020,1,10,5,5
Circus cyaneus,UM0000,1,10,5,5
Circus cyaneus,DG3000,1,10,5,5
Circus cyaneus,UK5010,1,10,5,5
Circus cyaneus,WN0000,1,10,5,5
Circus cyaneus,NJ8030,1,10,5,5
Circus cyaneus,UL9060,1,10,5,5
Circus cyaneus,YM4080,1,10,5,5
Circus cyaneus,XN3020,1,10,5,5
Circus cyaneus,XL5010,1,10,5,5
Circus cyaneus,VK0050,1,10,5,5
Circus cyaneus,VN9090,1,10,5,5
Circus cyaneus,UH1070,1,10,5,5
Circus cyaneus,UG4080,1,10,5,5
Circus cyaneus,VF4090,1,10,5,5
Circus cyaneus,WL2070,1,10,5,5
Circus cyaneus,UL6070,1,10,5,5
Circus cyaneus,UL5000,1,10,5,5
Circus cyaneus,UL5010,1,10,5,5
Circus cyaneus,XM4060,1,10,5,5
Circus cyaneus,TL6080,1,10,5,5
Circus cyaneus,WM2050,1,10,5,5
Circus cyaneus,VM2070,1,10,5,5
Circus cyaneus,WN0060,1,10,5,5
Circus cyaneus,TM6030,1,10,5,5
Circus cyaneus,TL6070,1,10,5,5
Circus cyaneus,TH3040,1,10,5,5
Circus cyaneus,WK4070,1,10,5,5
Circus cyaneus,QC5060,1,10,5,5
Circus cyaneus,XK3060,1,10,5,5
Circus cyaneus,PG2080,1,10,5,5
Circus cyaneus,TL8030,1,10,5,5
Circus cyaneus,UM6000,1,10,5,5
Circus cyaneus,WK2020,1,10,5,5
Circus cyaneus,PG9070,1,10,5,5
Circus cyaneus,VH2090,1,10,5,5
Circus cyaneus,VM6080,1,10,5,5
Circus cyaneus,XN7010,1,10,5,5
Circus cyaneus,WN9090,1,10,5,5
Circus cyaneus,QG3060,1,10,5,5
Circus cyaneus,VM9080,1,10,5,5
Circus cyaneus,QD4000,1,10,5,5
Circus cyaneus,WL4040,1,10,5,5
Circus cyaneus,BG5030,1,10,5,5
Circus cyaneus,VN0060,1,10,5,5
Circus cyaneus,UM1020,1,10,5,5
Circus cyaneus,XN2030,1,10,5,5
Circus cyaneus,QD2090,1,10,5,5
Circus cyaneus,XN3030,1,10,5,5
Circus cyaneus,UK0070,1,10,5,5
Circus cyaneus,VN4090,1,10,5,5
Circus cyaneus,BG5010,1,10,5,5
Circus cyaneus,XG7070,1,10,5,5
Circus cyaneus,TL7050,1,10,5,5
Circus cyaneus,TM8060,1,10,5,5
Circus cyaneus,TF4040,1,10,5,5
Circus cyaneus,DG3070,1,10,5,5
Circus cyaneus,DF2080,1,10,5,5
Circus cyaneus,WM7000,1,10,5,5
Circus cyaneus,WN6080,1,10,5,5
Circus cyaneus,VK3090,1,10,5,5
