"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.20994 3003 0.0 0.9776 0.9776 0.9776 0.9776 0.9776 0.9776 0.9776
0.21021 3002 0.0 0.9776 0.9776 0.9776 0.9776 0.9776 0.9776 0.9776
0.21047 3001 0.0 0.9775 0.9775 0.9775 0.9775 0.9775 0.9775 0.9775
0.21073 3000 0.0 0.9774 0.9774 0.9774 0.9774 0.9774 0.9774 0.9774
0.21100 2999 0.0 0.9773 0.9773 0.9773 0.9773 0.9773 0.9773 0.9773
0.21126 2998 0.0 0.9772 0.9772 0.9772 0.9772 0.9772 0.9772 0.9772
0.21152 2997 0.0 0.9771 0.9771 0.9771 0.9771 0.9771 0.9771 0.9771
0.21179 2996 0.0 0.9770 0.9770 0.9770 0.9770 0.9770 0.9770 0.9770
0.21205 2995 0.0 0.9769 0.9769 0.9769 0.9769 0.9769 0.9769 0.9769
0.21231 2994 0.0 0.9769 0.9769 0.9769 0.9769 0.9769 0.9769 0.9769
0.21258 2992 0.0 0.9768 0.9768 0.9768 0.9768 0.9768 0.9768 0.9768
0.21284 2992 0.0 0.9767 0.9767 0.9767 0.9767 0.9767 0.9767 0.9767
0.21310 2991 0.0 0.9766 0.9766 0.9766 0.9766 0.9766 0.9766 0.9766
0.21336 2990 0.0 0.9765 0.9765 0.9765 0.9765 0.9765 0.9765 0.9765
0.21363 2989 0.0 0.9764 0.9764 0.9764 0.9764 0.9764 0.9764 0.9764
0.21389 2988 0.0 0.9763 0.9763 0.9763 0.9763 0.9763 0.9763 0.9763
0.21415 2987 0.0 0.9763 0.9763 0.9763 0.9763 0.9763 0.9763 0.9763
0.21442 2986 0.0 0.9762 0.9762 0.9762 0.9762 0.9762 0.9762 0.9762
0.21468 2985 0.0 0.9761 0.9761 0.9761 0.9761 0.9761 0.9761 0.9761
0.21494 2984 0.0 0.9760 0.9760 0.9760 0.9760 0.9760 0.9760 0.9760
0.21521 2983 0.0 0.9759 0.9759 0.9759 0.9759 0.9759 0.9759 0.9759
0.21547 2982 0.0 0.9758 0.9758 0.9758 0.9758 0.9758 0.9758 0.9758
0.21573 2981 0.0 0.9757 0.9757 0.9757 0.9757 0.9757 0.9757 0.9757
0.21600 2980 0.0 0.9756 0.9756 0.9756 0.9756 0.9756 0.9756 0.9756
0.21626 2979 0.0 0.9756 0.9756 0.9756 0.9756 0.9756 0.9756 0.9756
0.21652 2978 0.0 0.9755 0.9755 0.9755 0.9755 0.9755 0.9755 0.9755
0.21679 2977 0.0 0.9754 0.9754 0.9754 0.9754 0.9754 0.9754 0.9754
0.21705 2976 0.0 0.9753 0.9753 0.9753 0.9753 0.9753 0.9753 0.9753
0.21731 2975 0.0 0.9752 0.9752 0.9752 0.9752 0.9752 0.9752 0.9752
0.21757 2973 0.0 0.9751 0.9751 0.9751 0.9751 0.9751 0.9751 0.9751
0.21784 2973 0.0 0.9750 0.9750 0.9750 0.9750 0.9750 0.9750 0.9750
0.21810 2972 0.0 0.9749 0.9749 0.9749 0.9749 0.9749 0.9749 0.9749
0.21836 2971 0.0 0.9749 0.9749 0.9749 0.9749 0.9749 0.9749 0.9749
0.21863 2970 0.0 0.9748 0.9748 0.9748 0.9748 0.9748 0.9748 0.9748
0.21889 2969 0.0 0.9747 0.9747 0.9747 0.9747 0.9747 0.9747 0.9747
0.21915 2968 0.0 0.9746 0.9746 0.9746 0.9746 0.9746 0.9746 0.9746
0.21942 2967 0.0 0.9745 0.9745 0.9745 0.9745 0.9745 0.9745 0.9745
0.21968 2966 0.0 0.9744 0.9744 0.9744 0.9744 0.9744 0.9744 0.9744
0.21994 2965 0.0 0.9743 0.9743 0.9743 0.9743 0.9743 0.9743 0.9743
0.22021 2964 0.0 0.9742 0.9742 0.9742 0.9742 0.9742 0.9742 0.9742
0.22047 2963 0.0 0.9742 0.9742 0.9742 0.9742 0.9742 0.9742 0.9742
0.22073 2962 0.0 0.9741 0.9741 0.9741 0.9741 0.9741 0.9741 0.9741
0.22099 2961 0.0 0.9740 0.9740 0.9740 0.9740 0.9740 0.9740 0.9740
0.22126 2960 0.0 0.9739 0.9739 0.9739 0.9739 0.9739 0.9739 0.9739
0.22152 2959 0.0 0.9738 0.9738 0.9738 0.9738 0.9738 0.9738 0.9738
0.22178 2958 0.0 0.9737 0.9737 0.9737 0.9737 0.9737 0.9737 0.9737
0.22205 2957 0.0 0.9736 0.9736 0.9736 0.9736 0.9736 0.9736 0.9736
0.22231 2956 0.0 0.9735 0.9735 0.9735 0.9735 0.9735 0.9735 0.9735
0.22257 2954 0.0 0.9735 0.9735 0.9735 0.9735 0.9735 0.9735 0.9735
0.22284 2954 0.0 0.9734 0.9734 0.9734 0.9734 0.9734 0.9734 0.9734
0.22310 2953 0.0 0.9733 0.9733 0.9733 0.9733 0.9733 0.9733 0.9733
0.22336 2952 0.0 0.9732 0.9732 0.9732 0.9732 0.9732 0.9732 0.9732
0.22363 2951 0.0 0.9731 0.9731 0.9731 0.9731 0.9731 0.9731 0.9731
0.22389 2950 0.0 0.9730 0.9730 0.9730 0.9730 0.9730 0.9730 0.9730
0.22415 2949 0.0 0.9729 0.9729 0.9729 0.9729 0.9729 0.9729 0.9729
0.22441 2948 0.0 0.9728 0.9728 0.9728 0.9728 0.9728 0.9728 0.9728
0.22468 2947 0.0 0.9728 0.9728 0.9728 0.9728 0.9728 0.9728 0.9728
0.22494 2946 0.0 0.9727 0.9727 0.9727 0.9727 0.9727 0.9727 0.9727
0.22520 2945 0.0 0.9726 0.9726 0.9726 0.9726 0.9726 0.9726 0.9726
0.22547 2944 0.0 0.9725 0.9725 0.9725 0.9725 0.9725 0.9725 0.9725
0.22573 2943 0.0 0.9724 0.9724 0.9724 0.9724 0.9724 0.9724 0.9724
0.22599 2942 0.0 0.9723 0.9723 0.9723 0.9723 0.9723 0.9723 0.9723
0.22626 2941 0.0 0.9722 0.9722 0.9722 0.9722 0.9722 0.9722 0.9722
0.22652 2940 0.0 0.9721 0.9721 0.9721 0.9721 0.9721 0.9721 0.9721
0.22678 2939 0.0 0.9721 0.9721 0.9721 0.9721 0.9721 0.9721 0.9721
0.22705 2938 0.0 0.9720 0.9720 0.9720 0.9720 0.9720 0.9720 0.9720
0.22731 2937 0.0 0.9719 0.9719 0.9719 0.9719 0.9719 0.9719 0.9719
0.22757 2935 0.0 0.9718 0.9718 0.9718 0.9718 0.9718 0.9718 0.9718
0.22783 2935 0.0 0.9717 0.9717 0.9717 0.9717 0.9717 0.9717 0.9717
0.22810 2934 0.0 0.9716 0.9716 0.9716 0.9716 0.9716 0.9716 0.9716
0.22836 2933 0.0 0.9715 0.9715 0.9715 0.9715 0.9715 0.9715 0.9715
0.22862 2932 0.0 0.9714 0.9714 0.9714 0.9714 0.9714 0.9714 0.9714
0.22889 2931 0.0 0.9714 0.9714 0.9714 0.9714 0.9714 0.9714 0.9714
0.22915 2930 0.0 0.9713 0.9713 0.9713 0.9713 0.9713 0.9713 0.9713
0.22941 2929 0.0 0.9712 0.9712 0.9712 0.9712 0.9712 0.9712 0.9712
0.22968 2928 0.0 0.9711 0.9711 0.9711 0.9711 0.9711 0.9711 0.9711
0.22994 2927 0.0 0.9710 0.9710 0.9710 0.9710 0.9710 0.9710 0.9710
0.23020 2926 0.0 0.9709 0.9709 0.9709 0.9709 0.9709 0.9709 0.9709
0.23047 2925 0.0 0.9708 0.9708 0.9708 0.9708 0.9708 0.9708 0.9708
0.23073 2924 0.0 0.9707 0.9707 0.9707 0.9707 0.9707 0.9707 0.9707
0.23099 2923 0.0 0.9707 0.9707 0.9707 0.9707 0.9707 0.9707 0.9707
0.23125 2922 0.0 0.9706 0.9706 0.9706 0.9706 0.9706 0.9706 0.9706
0.23152 2921 0.0 0.9705 0.9705 0.9705 0.9705 0.9705 0.9705 0.9705
0.23178 2920 0.0 0.9704 0.9704 0.9704 0.9704 0.9704 0.9704 0.9704
0.23204 2919 0.0 0.9703 0.9703 0.9703 0.9703 0.9703 0.9703 0.9703
0.23231 2918 0.0 0.9702 0.9702 0.9702 0.9702 0.9702 0.9702 0.9702
0.23257 2916 0.0 0.9701 0.9701 0.9701 0.9701 0.9701 0.9701 0.9701
0.23283 2916 0.0 0.9701 0.9701 0.9701 0.9701 0.9701 0.9701 0.9701
0.23310 2915 0.0 0.9700 0.9700 0.9700 0.9700 0.9700 0.9700 0.9700
0.23336 2914 0.0 0.9699 0.9699 0.9699 0.9699 0.9699 0.9699 0.9699
0.23362 2913 0.0 0.9698 0.9698 0.9698 0.9698 0.9698 0.9698 0.9698
0.23389 2912 0.0 0.9697 0.9697 0.9697 0.9697 0.9697 0.9697 0.9697
0.23415 2911 0.0 0.9696 0.9696 0.9696 0.9696 0.9696 0.9696 0.9696
0.23441 2910 0.0 0.9695 0.9695 0.9695 0.9695 0.9695 0.9695 0.9695
0.23468 2909 0.0 0.9694 0.9694 0.9694 0.9694 0.9694 0.9694 0.9694
0.23494 2908 0.0 0.9694 0.9694 0.9694 0.9694 0.9694 0.9694 0.9694
0.23520 2907 0.0 0.9693 0.9693 0.9693 0.9693 0.9693 0.9693 0.9693
0.23546 2906 0.0 0.9692 0.9692 0.9692 0.9692 0.9692 0.9692 0.9692
0.23573 2905 0.0 0.9691 0.9691 0.9691 0.9691 0.9691 0.9691 0.9691
0.23599 2904 0.0 0.9690 0.9690 0.9690 0.9690 0.9690 0.9690 0.9690
0.23625 2903 0.0 0.9689 0.9689 0.9689 0.9689 0.9689 0.9689 0.9689
0.23652 2902 0.0 0.9688 0.9688 0.9688 0.9688 0.9688 0.9688 0.9688
0.23678 2901 0.0 0.9687 0.9687 0.9687 0.9687 0.9687 0.9687 0.9687
0.23704 2900 0.0 0.9687 0.9687 0.9687 0.9687 0.9687 0.9687 0.9687
0.23731 2899 0.0 0.9686 0.9686 0.9686 0.9686 0.9686 0.9686 0.9686
0.23757 2897 0.0 0.9685 0.9685 0.9685 0.9685 0.9685 0.9685 0.9685
0.23783 2897 0.0 0.9684 0.9684 0.9684 0.9684 0.9684 0.9684 0.9684
0.23810 2896 0.0 0.9683 0.9683 0.9683 0.9683 0.9683 0.9683 0.9683
0.23836 2895 0.0 0.9682 0.9682 0.9682 0.9682 0.9682 0.9682 0.9682
0.23862 2894 0.0 0.9681 0.9681 0.9681 0.9681 0.9681 0.9681 0.9681
0.23888 2893 0.0 0.9680 0.9680 0.9680 0.9680 0.9680 0.9680 0.9680
0.23915 2892 0.0 0.9680 0.9680 0.9680 0.9680 0.9680 0.9680 0.9680
0.23941 2891 0.0 0.9679 0.9679 0.9679 0.9679 0.9679 0.9679 0.9679
0.23967 2890 0.0 0.9678 0.9678 0.9678 0.9678 0.9678 0.9678 0.9678
0.23994 2889 0.0 0.9677 0.9677 0.9677 0.9677 0.9677 0.9677 0.9677
0.24020 2888 0.0 0.9676 0.9676 0.9676 0.9676 0.9676 0.9676 0.9676
0.24046 2887 0.0 0.9675 0.9675 0.9675 0.9675 0.9675 0.9675 0.9675
0.24073 2886 0.0 0.9674 0.9674 0.9674 0.9674 0.9674 0.9674 0.9674
0.24099 2885 0.0 0.9673 0.9673 0.9673 0.9673 0.9673 0.9673 0.9673
0.24125 2884 0.0 0.9673 0.9673 0.9673 0.9673 0.9673 0.9673 0.9673
0.24152 2883 0.0 0.9672 0.9672 0.9672 0.9672 0.9672 0.9672 0.9672
0.24178 2882 0.0 0.9671 0.9671 0.9671 0.9671 0.9671 0.9671 0.9671
0.24204 2881 0.0 0.9670 0.9670 0.9670 0.9670 0.9670 0.9670 0.9670
0.24230 2880 0.0 0.9669 0.9669 0.9669 0.9669 0.9669 0.9669 0.9669
0.24257 2878 0.0 0.9668 0.9668 0.9668 0.9668 0.9668 0.9668 0.9668
0.24283 2878 0.0 0.9667 0.9667 0.9667 0.9667 0.9667 0.9667 0.9667
0.24309 2877 0.0 0.9666 0.9666 0.9666 0.9666 0.9666 0.9666 0.9666
0.24336 2876 0.0 0.9666 0.9666 0.9666 0.9666 0.9666 0.9666 0.9666
0.24362 2875 0.0 0.9665 0.9665 0.9665 0.9665 0.9665 0.9665 0.9665
0.24388 2874 0.0 0.9664 0.9664 0.9664 0.9664 0.9664 0.9664 0.9664
0.24415 2873 0.0 0.9663 0.9663 0.9663 0.9663 0.9663 0.9663 0.9663
0.24441 2872 0.0 0.9662 0.9662 0.9662 0.9662 0.9662 0.9662 0.9662
0.24467 2871 0.0 0.9661 0.9661 0.9661 0.9661 0.9661 0.9661 0.9661
0.24494 2870 0.0 0.9660 0.9660 0.9660 0.9660 0.9660 0.9660 0.9660
0.24520 2869 0.0 0.9659 0.9659 0.9659 0.9659 0.9659 0.9659 0.9659
0.24546 2868 0.0 0.9659 0.9659 0.9659 0.9659 0.9659 0.9659 0.9659
0.24572 2867 0.0 0.9658 0.9658 0.9658 0.9658 0.9658 0.9658 0.9658
0.24599 2866 0.0 0.9657 0.9657 0.9657 0.9657 0.9657 0.9657 0.9657
0.24625 2865 0.0 0.9656 0.9656 0.9656 0.9656 0.9656 0.9656 0.9656
0.24651 2864 0.0 0.9655 0.9655 0.9655 0.9655 0.9655 0.9655 0.9655
0.24678 2863 0.0 0.9654 0.9654 0.9654 0.9654 0.9654 0.9654 0.9654
0.24704 2862 0.0 0.9653 0.9653 0.9653 0.9653 0.9653 0.9653 0.9653
0.24730 2861 0.0 0.9652 0.9652 0.9652 0.9652 0.9652 0.9652 0.9652
0.24757 2860 0.0 0.9652 0.9652 0.9652 0.9652 0.9652 0.9652 0.9652
0.24783 2859 0.0 0.9651 0.9651 0.9651 0.9651 0.9651 0.9651 0.9651
0.24809 2858 0.0 0.9650 0.9650 0.9650 0.9650 0.9650 0.9650 0.9650
0.24836 2857 0.0 0.9649 0.9649 0.9649 0.9649 0.9649 0.9649 0.9649
0.24862 2856 0.0 0.9648 0.9648 0.9648 0.9648 0.9648 0.9648 0.9648
0.24888 2855 0.0 0.9647 0.9647 0.9647 0.9647 0.9647 0.9647 0.9647
0.24914 2854 0.0 0.9646 0.9646 0.9646 0.9646 0.9646 0.9646 0.9646
0.24941 2853 0.0 0.9645 0.9645 0.9645 0.9645 0.9645 0.9645 0.9645
0.24967 2852 0.0 0.9645 0.9645 0.9645 0.9645 0.9645 0.9645 0.9645
0.24993 2851 0.0 0.9644 0.9644 0.9644 0.9644 0.9644 0.9644 0.9644
0.25020 2850 0.0 0.9643 0.9643 0.9643 0.9643 0.9643 0.9643 0.9643
0.25046 2849 0.0 0.9642 0.9642 0.9642 0.9642 0.9642 0.9642 0.9642
0.25072 2848 0.0 0.9641 0.9641 0.9641 0.9641 0.9641 0.9641 0.9641
0.25099 2847 0.0 0.9640 0.9640 0.9640 0.9640 0.9640 0.9640 0.9640
0.25125 2846 0.0 0.9639 0.9639 0.9639 0.9639 0.9639 0.9639 0.9639
0.25151 2845 0.0 0.9639 0.9639 0.9639 0.9639 0.9639 0.9639 0.9639
0.25178 2844 0.0 0.9638 0.9638 0.9638 0.9638 0.9638 0.9638 0.9638
0.25204 2843 0.0 0.9637 0.9637 0.9637 0.9637 0.9637 0.9637 0.9637
0.25230 2842 0.0 0.9636 0.9636 0.9636 0.9636 0.9636 0.9636 0.9636
0.25257 2841 0.0 0.9635 0.9635 0.9635 0.9635 0.9635 0.9635 0.9635
0.25283 2839 0.0 0.9634 0.9634 0.9634 0.9634 0.9634 0.9634 0.9634
0.25309 2838 0.0 0.9633 0.9633 0.9633 0.9633 0.9633 0.9633 0.9633
0.25335 2838 0.0 0.9632 0.9632 0.9632 0.9632 0.9632 0.9632 0.9632
0.25362 2837 0.0 0.9632 0.9632 0.9632 0.9632 0.9632 0.9632 0.9632
0.25388 2836 0.0 0.9631 0.9631 0.9631 0.9631 0.9631 0.9631 0.9631
0.25414 2835 0.0 0.9630 0.9630 0.9630 0.9630 0.9630 0.9630 0.9630
0.25441 2834 0.0 0.9629 0.9629 0.9629 0.9629 0.9629 0.9629 0.9629
0.25467 2833 0.0 0.9628 0.9628 0.9628 0.9628 0.9628 0.9628 0.9628
0.25493 2832 0.0 0.9627 0.9627 0.9627 0.9627 0.9627 0.9627 0.9627
0.25520 2831 0.0 0.9626 0.9626 0.9626 0.9626 0.9626 0.9626 0.9626
0.25546 2830 0.0 0.9625 0.9625 0.9625 0.9625 0.9625 0.9625 0.9625
0.25572 2829 0.0 0.9625 0.9625 0.9625 0.9625 0.9625 0.9625 0.9625
0.25599 2828 0.0 0.9624 0.9624 0.9624 0.9624 0.9624 0.9624 0.9624
0.25625 2827 0.0 0.9623 0.9623 0.9623 0.9623 0.9623 0.9623 0.9623
0.25651 2826 0.0 0.9622 0.9622 0.9622 0.9622 0.9622 0.9622 0.9622
0.25677 2825 0.0 0.9621 0.9621 0.9621 0.9621 0.9621 0.9621 0.9621
0.25704 2824 0.0 0.9620 0.9620 0.9620 0.9620 0.9620 0.9620 0.9620
0.25730 2823 0.0 0.9619 0.9619 0.9619 0.9619 0.9619 0.9619 0.9619
0.25756 2822 0.0 0.9618 0.9618 0.9618 0.9618 0.9618 0.9618 0.9618
0.25783 2820 0.0 0.9618 0.9618 0.9618 0.9618 0.9618 0.9618 0.9618
0.25809 2819 0.0 0.9617 0.9617 0.9617 0.9617 0.9617 0.9617 0.9617
0.25835 2819 0.0 0.9616 0.9616 0.9616 0.9616 0.9616 0.9616 0.9616
0.25862 2818 0.0 0.9615 0.9615 0.9615 0.9615 0.9615 0.9615 0.9615
0.25888 2817 0.0 0.9614 0.9614 0.9614 0.9614 0.9614 0.9614 0.9614
0.25914 2816 0.0 0.9613 0.9613 0.9613 0.9613 0.9613 0.9613 0.9613
0.25941 2815 0.0 0.9612 0.9612 0.9612 0.9612 0.9612 0.9612 0.9612
0.25967 2814 0.0 0.9611 0.9611 0.9611 0.9611 0.9611 0.9611 0.9611
0.25993 2813 0.0 0.9611 0.9611 0.9611 0.9611 0.9611 0.9611 0.9611
0.26019 2812 0.0 0.9610 0.9610 0.9610 0.9610 0.9610 0.9610 0.9610
0.26046 2811 0.0 0.9609 0.9609 0.9609 0.9609 0.9609 0.9609 0.9609
0.26072 2810 0.0 0.9608 0.9608 0.9608 0.9608 0.9608 0.9608 0.9608
0.26098 2809 0.0 0.9607 0.9607 0.9607 0.9607 0.9607 0.9607 0.9607
0.26125 2808 0.0 0.9606 0.9606 0.9606 0.9606 0.9606 0.9606 0.9606
0.26151 2807 0.0 0.9605 0.9605 0.9605 0.9605 0.9605 0.9605 0.9605
0.26177 2806 0.0 0.9604 0.9604 0.9604 0.9604 0.9604 0.9604 0.9604
0.26204 2805 0.0 0.9604 0.9604 0.9604 0.9604 0.9604 0.9604 0.9604
0.26230 2804 0.0 0.9603 0.9603 0.9603 0.9603 0.9603 0.9603 0.9603
0.26256 2803 0.0 0.9602 0.9602 0.9602 0.9602 0.9602 0.9602 0.9602
0.26283 2801 0.0 0.9601 0.9601 0.9601 0.9601 0.9601 0.9601 0.9601
0.26309 2800 0.0 0.9600 0.9600 0.9600 0.9600 0.9600 0.9600 0.9600
0.26335 2800 0.0 0.9599 0.9599 0.9599 0.9599 0.9599 0.9599 0.9599
0.26361 2799 0.0 0.9598 0.9598 0.9598 0.9598 0.9598 0.9598 0.9598
0.26388 2798 0.0 0.9597 0.9597 0.9597 0.9597 0.9597 0.9597 0.9597
0.26414 2797 0.0 0.9597 0.9597 0.9597 0.9597 0.9597 0.9597 0.9597
0.26440 2796 0.0 0.9596 0.9596 0.9596 0.9596 0.9596 0.9596 0.9596
0.26467 2795 0.0 0.9595 0.9595 0.9595 0.9595 0.9595 0.9595 0.9595
0.26493 2794 0.0 0.9594 0.9594 0.9594 0.9594 0.9594 0.9594 0.9594
0.26519 2793 0.0 0.9593 0.9593 0.9593 0.9593 0.9593 0.9593 0.9593
0.26546 2792 0.0 0.9592 0.9592 0.9592 0.9592 0.9592 0.9592 0.9592
0.26572 2791 0.0 0.9591 0.9591 0.9591 0.9591 0.9591 0.9591 0.9591
0.26598 2790 0.0 0.9590 0.9590 0.9590 0.9590 0.9590 0.9590 0.9590
0.26625 2789 0.0 0.9590 0.9590 0.9590 0.9590 0.9590 0.9590 0.9590
0.26651 2788 0.0 0.9589 0.9589 0.9589 0.9589 0.9589 0.9589 0.9589
0.26677 2787 0.0 0.9588 0.9588 0.9588 0.9588 0.9588 0.9588 0.9588
0.26703 2786 0.0 0.9587 0.9587 0.9587 0.9587 0.9587 0.9587 0.9587
0.26730 2785 0.0 0.9586 0.9586 0.9586 0.9586 0.9586 0.9586 0.9586
0.26756 2784 0.0 0.9585 0.9585 0.9585 0.9585 0.9585 0.9585 0.9585
0.26782 2782 0.0 0.9584 0.9584 0.9584 0.9584 0.9584 0.9584 0.9584
0.26809 2781 0.0 0.9584 0.9584 0.9584 0.9584 0.9584 0.9584 0.9584
0.26835 2781 0.0 0.9583 0.9583 0.9583 0.9583 0.9583 0.9583 0.9583
0.26861 2780 0.0 0.9582 0.9582 0.9582 0.9582 0.9582 0.9582 0.9582
0.26888 2779 0.0 0.9581 0.9581 0.9581 0.9581 0.9581 0.9581 0.9581
0.26914 2778 0.0 0.9580 0.9580 0.9580 0.9580 0.9580 0.9580 0.9580
0.26940 2777 0.0 0.9579 0.9579 0.9579 0.9579 0.9579 0.9579 0.9579
0.26967 2776 0.0 0.9578 0.9578 0.9578 0.9578 0.9578 0.9578 0.9578
0.26993 2775 0.0 0.9577 0.9577 0.9577 0.9577 0.9577 0.9577 0.9577
0.27019 2774 0.0 0.9577 0.9577 0.9577 0.9577 0.9577 0.9577 0.9577
0.27046 2773 0.0 0.9576 0.9576 0.9576 0.9576 0.9576 0.9576 0.9576
0.27072 2772 0.0 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575
0.27098 2771 0.0 0.9574 0.9574 0.9574 0.9574 0.9574 0.9574 0.9574
0.27124 2770 0.0 0.9573 0.9573 0.9573 0.9573 0.9573 0.9573 0.9573
0.27151 2769 0.0 0.9572 0.9572 0.9572 0.9572 0.9572 0.9572 0.9572
0.27177 2768 0.0 0.9571 0.9571 0.9571 0.9571 0.9571 0.9571 0.9571
0.27203 2767 0.0 0.9570 0.9570 0.9570 0.9570 0.9570 0.9570 0.9570
0.27230 2766 0.0 0.9570 0.9570 0.9570 0.9570 0.9570 0.9570 0.9570
0.27256 2765 0.0 0.9569 0.9569 0.9569 0.9569 0.9569 0.9569 0.9569
0.27282 2763 0.0 0.9568 0.9568 0.9568 0.9568 0.9568 0.9568 0.9568
0.27309 2762 0.0 0.9567 0.9567 0.9567 0.9567 0.9567 0.9567 0.9567
0.27335 2762 0.0 0.9566 0.9566 0.9566 0.9566 0.9566 0.9566 0.9566
0.27361 2761 0.0 0.9565 0.9565 0.9565 0.9565 0.9565 0.9565 0.9565
0.27388 2760 0.0 0.9564 0.9564 0.9564 0.9564 0.9564 0.9564 0.9564
0.27414 2759 0.0 0.9563 0.9563 0.9563 0.9563 0.9563 0.9563 0.9563
0.27440 2758 0.0 0.9563 0.9563 0.9563 0.9563 0.9563 0.9563 0.9563
0.27466 2757 0.0 0.9562 0.9562 0.9562 0.9562 0.9562 0.9562 0.9562
0.27493 2756 0.0 0.9561 0.9561 0.9561 0.9561 0.9561 0.9561 0.9561
0.27519 2755 0.0 0.9560 0.9560 0.9560 0.9560 0.9560 0.9560 0.9560
0.27545 2754 0.0 0.9559 0.9559 0.9559 0.9559 0.9559 0.9559 0.9559
0.27572 2753 0.0 0.9558 0.9558 0.9558 0.9558 0.9558 0.9558 0.9558
0.27598 2752 0.0 0.9557 0.9557 0.9557 0.9557 0.9557 0.9557 0.9557
0.27624 2751 0.0 0.9556 0.9556 0.9556 0.9556 0.9556 0.9556 0.9556
0.27651 2750 0.0 0.9556 0.9556 0.9556 0.9556 0.9556 0.9556 0.9556
0.27677 2749 0.0 0.9555 0.9555 0.9555 0.9555 0.9555 0.9555 0.9555
0.27703 2748 0.0 0.9553 0.9553 0.9553 0.9553 0.9553 0.9553 0.9553
0.27730 2747 0.0 0.9552 0.9552 0.9552 0.9552 0.9552 0.9552 0.9552
0.27756 2746 0.0 0.9551 0.9551 0.9551 0.9551 0.9551 0.9551 0.9551
0.27782 2744 0.0 0.9550 0.9550 0.9550 0.9550 0.9550 0.9550 0.9550
0.27808 2743 0.0 0.9548 0.9548 0.9548 0.9548 0.9548 0.9548 0.9548
0.27835 2743 0.0 0.9547 0.9547 0.9547 0.9547 0.9547 0.9547 0.9547
0.27861 2742 0.0 0.9546 0.9546 0.9546 0.9546 0.9546 0.9546 0.9546
0.27887 2741 0.0 0.9544 0.9544 0.9544 0.9544 0.9544 0.9544 0.9544
0.27914 2740 0.0 0.9543 0.9543 0.9543 0.9543 0.9543 0.9543 0.9543
0.27940 2739 0.0 0.9542 0.9542 0.9542 0.9542 0.9542 0.9542 0.9542
0.27966 2738 0.0 0.9541 0.9541 0.9541 0.9541 0.9541 0.9541 0.9541
0.27993 2737 0.0 0.9539 0.9539 0.9539 0.9539 0.9539 0.9539 0.9539
0.28019 2736 0.0 0.9538 0.9538 0.9538 0.9538 0.9538 0.9538 0.9538
0.28045 2735 0.0 0.9537 0.9537 0.9537 0.9537 0.9537 0.9537 0.9537
0.28072 2734 0.0 0.9536 0.9536 0.9536 0.9536 0.9536 0.9536 0.9536
0.28098 2733 0.0 0.9534 0.9534 0.9534 0.9534 0.9534 0.9534 0.9534
0.28124 2732 0.0 0.9533 0.9533 0.9533 0.9533 0.9533 0.9533 0.9533
0.28150 2731 0.0 0.9532 0.9532 0.9532 0.9532 0.9532 0.9532 0.9532
0.28177 2730 0.0 0.9530 0.9530 0.9530 0.9530 0.9530 0.9530 0.9530
0.28203 2729 0.0 0.9529 0.9529 0.9529 0.9529 0.9529 0.9529 0.9529
0.28229 2728 0.0 0.9528 0.9528 0.9528 0.9528 0.9528 0.9528 0.9528
0.28256 2727 0.0 0.9527 0.9527 0.9527 0.9527 0.9527 0.9527 0.9527
0.28282 2725 0.0 0.9525 0.9525 0.9525 0.9525 0.9525 0.9525 0.9525
0.28308 2724 0.0 0.9524 0.9524 0.9524 0.9524 0.9524 0.9524 0.9524
0.28335 2724 0.0 0.9523 0.9523 0.9523 0.9523 0.9523 0.9523 0.9523
0.28361 2723 0.0 0.9522 0.9522 0.9522 0.9522 0.9522 0.9522 0.9522
0.28387 2722 0.0 0.9520 0.9520 0.9520 0.9520 0.9520 0.9520 0.9520
0.28414 2721 0.0 0.9519 0.9519 0.9519 0.9519 0.9519 0.9519 0.9519
0.28440 2720 0.0 0.9518 0.9518 0.9518 0.9518 0.9518 0.9518 0.9518
0.28466 2719 0.0 0.9516 0.9516 0.9516 0.9516 0.9516 0.9516 0.9516
0.28493 2718 0.0 0.9515 0.9515 0.9515 0.9515 0.9515 0.9515 0.9515
0.28519 2717 0.0 0.9514 0.9514 0.9514 0.9514 0.9514 0.9514 0.9514
0.28545 2716 0.0 0.9513 0.9513 0.9513 0.9513 0.9513 0.9513 0.9513
0.28571 2715 0.0 0.9511 0.9511 0.9511 0.9511 0.9511 0.9511 0.9511
0.28598 2714 0.0 0.9510 0.9510 0.9510 0.9510 0.9510 0.9510 0.9510
0.28624 2713 0.0 0.9509 0.9509 0.9509 0.9509 0.9509 0.9509 0.9509
0.28650 2712 0.0 0.9507 0.9507 0.9507 0.9507 0.9507 0.9507 0.9507
0.28677 2711 0.0 0.9506 0.9506 0.9506 0.9506 0.9506 0.9506 0.9506
0.28703 2710 0.0 0.9505 0.9505 0.9505 0.9505 0.9505 0.9505 0.9505
0.28729 2709 0.0 0.9504 0.9504 0.9504 0.9504 0.9504 0.9504 0.9504
0.28756 2708 0.0 0.9502 0.9502 0.9502 0.9502 0.9502 0.9502 0.9502
